id_old,id_new,slug
3621,1185,abu-jraiban-saadneh-jbarat
3622,1186,al-dhawahreh-hanajreh
3623,1187,al-fukara-irteimat-jbarat
3624,1188,bdinat-tayaha
3625,1189,bin-sabbah-hasanat-jbarat
3627,1191,ghamr
3628,1192,hamayteh-saidiyeen
3629,1193,mathakeer-saidiyeen
3630,1194,nseirat-hanajreh
3631,1195,rawaytheh-saidiyeen
3632,1196,rummamneh-saidiyeen
3633,1197,saraheen-azazema
3634,1198,subhiyeen-azzema
3635,1199,wuhaidat-tarabin
3636,1200,khirbat-ras-ali
3637,1201,khirbat-al-shuna
3638,1202,qatamon
3639,1203,ras-al-ein-tulkarm
3642,10004,abu-tulul
3643,10005,ibtin
3644,10006,avtalyon
3645,10007,aviel
3646,10008,avivim
3647,10009,avigedor
3648,10011,avital
3649,10012,aviezer
3650,10013,abbirim
3651,10015,even-menahem
3652,10016,even-sappir
3653,10017,even-shemuel
3654,10019,avne-hefez
3655,10020,avenat
3656,10021,avshalom
3657,10022,adora
3658,10023,addirim
3659,10024,adamit
3660,10025,adderet
3661,10026,udim
3662,10028,ohad
3663,10030,umm-al-qutuf
3664,10031,umm-batin
3665,10032,omen
3666,10033,omez
3667,10034,ofaqim
3668,10035,or-haganuz
3669,10036,or-haner
3670,10037,or-yehuda
3671,10038,or-aqiva
3672,10039,ora
3673,10040,orot
3674,10042,urim
3675,10043,oranim
3676,10044,oranit
3677,10046,azor
3678,10047,ahawa
3679,10048,ahuzzam
3680,10049,ahuzzat-baraq
3681,10050,ahihud
3682,10051,ahituv
3683,10052,ahisamakh
3684,10053,ahiezer
3685,10054,ibbim
3686,10055,eyal
3687,10057,elon
3688,10058,elot
3689,10059,ilaniyya-sejera
3690,10060,elat
3691,10061,irus
3692,10062,itamar
3693,10063,etan
3694,10064,etanim
3695,10066,al-azy
3696,10067,al-aryan
3697,10069,al-sayyid
3698,10070,alumma
3699,10071,alummot
3700,10072,allon-hagalil
3701,10073,elon-more
3702,10074,allon-shevut
3703,10077,allone-yizhaq
3704,10080,eliav
3705,10081,elyakhin
3706,10082,elifaz
3707,10083,elifelet
3708,10084,elyaqim
3709,10086,elishama
3710,10087,almagor
3711,10088,almog
3712,10089,elad
3713,10090,elazar
3714,10091,alfe-menashe
3715,10092,elqosh
3716,10093,elqana
3717,10094,emunim
3718,10095,amirim
3719,10096,amnun
3720,10097,amazya
3721,10099,asfar
3723,10103,afeq
3724,10104,efrat
3725,10105,arbel
3726,10106,argaman
3727,10107,erez
3728,10108,ariel
3729,10109,arsuf
3730,10110,eshbol
3731,10111,eshbal
3732,10112,ashdod
3733,10114,ashdot-yaaqov-meuhad
3734,10115,eshhar
3735,10116,eshkolot
3736,10117,eshel-hanasi
3737,10118,ashalim
3738,10119,ashqelon
3739,10120,asherat
3740,10121,eshtaol
3741,10123,beer-ora
3742,10124,beer-gannim
3743,10127,beer-milka
3744,10129,beerot-yizhaq
3745,10130,beerotayim
3746,10131,beeri
3747,10132,bustan-hagalil
3748,10135,burgeta
3749,10136,bahan
3750,10137,bitha
3751,10138,bizzaron
3752,10139,bir-el-maksur
3753,10140,bir-hadage
3754,10141,biriyya
3755,10142,bet-oren
3756,10143,bet-el
3757,10144,bet-elazari
3758,10146,bet-arye
3759,10147,bet-berl
3760,10149,bet-guvrin
3761,10150,bet-gamliel
3762,10151,bet-dagan
3763,10152,bet-hagaddi
3764,10153,bet-halewi
3765,10154,bet-hillel
3766,10155,bet-haemeq
3767,10156,bet-haarava
3768,10159,bet-zayit
3769,10161,bet-horon
3770,10162,bet-herut
3771,10163,bet-hilqiyya
3772,10165,bet-hananya
3773,10166,bet-hashmonay
3774,10167,bet-yehoshua
3775,10168,bet-yosef
3776,10172,bet-meir
3777,10173,bet-nehemya
3778,10174,bet-nir
3779,10175,bet-neqofa
3780,10177,bet-uzziel
3781,10178,bet-ezra
3782,10179,bet-arif
3783,10180,bet-zevi
3784,10181,bet-qama
3785,10182,bet-qeshet
3786,10183,bet-rabban
3787,10184,bet-rimmon
3788,10185,bet-shean
3789,10186,bet-shemesh
3790,10188,bet-shiqma
3791,10190,betar-illit
3792,10192,ben-zakkay
3793,10193,ben-ammi
3794,10195,ben-shemen-moshav
3795,10197,bne-dkalim
3796,10198,bene-darom
3797,10199,bene-deror
3798,10201,bne-netsarim
3799,10202,bene-atarot
3800,10203,bene-ayish
3801,10204,bene-ziyyon
3802,10205,bene-reem
3803,10206,benaya
3804,10208,muawiya-basma
3805,10209,basmat-tabun
3806,10211,bazra
3807,10212,bezet
3808,10213,beqoa
3809,10214,beqaot
3810,10215,bar-giyyora
3811,10216,bar-yohay
3812,10217,brukhin
3813,10218,beror-hayil
3814,10219,berosh
3815,10220,berakha
3816,10221,berekhya
3817,10222,baram
3818,10223,baraq
3820,10225,barqan
3821,10226,bareqet
3822,10227,bat-hadar
3823,10228,bat-hen
3824,10229,bat-hefer
3825,10231,bat-ayin
3827,10239,geule-teman
3828,10240,geulim
3829,10241,gealya
3830,10243,gevim
3831,10245,geva-binyamin
3832,10246,geva-karmel
3833,10247,givolim
3834,10248,givon-hahadasha
3835,10249,gevaot-bar
3836,10250,givat-avni
3837,10251,givat-ela
3838,10253,givat-hashelosha
3839,10254,givat-zeev
3840,10257,givat-hayyim-meuhad
3841,10259,givat-yearim
3842,10260,givat-yeshayahu
3843,10261,givat-koah
3844,10262,givat-nili
3845,10263,givat-oz
3846,10264,givat-shemuel
3847,10265,givat-shemesh
3848,10266,givat-shappira
3849,10267,givati
3850,10269,gevaram
3851,10271,gadot
3852,10272,gadish
3853,10273,gidona
3854,10275,gonen
3855,10276,goren
3856,10277,gornot-hagalil
3857,10278,gazit
3858,10279,gezer
3859,10280,gea
3860,10281,gibbeton
3861,10282,gizo
3862,10283,gilon
3863,10284,gilat
3864,10285,ginnosar
3865,10287,ginnaton
3866,10288,gitta
3867,10289,gittit
3868,10290,galon
3869,10291,gilgal
3870,10292,gelil-yam
3871,10293,galed-even-yizhaq
3872,10294,gimzo
3873,10295,gan-hadarom
3874,10296,gan-hashomeron
3875,10298,gan-yoshiyya
3876,10300,gan-ner
3877,10301,gan-soreq
3878,10303,gan-shemuel
3879,10304,gannot
3880,10305,gannot-hadar
3881,10306,ganne-hadar
3882,10307,ganne-tal
3883,10308,ganne-yohanan
3884,10309,ganne-modiin
3885,10310,ganne-am
3886,10311,ganne-tiqwa
3887,10312,gaash
3888,10313,gaton
3889,10314,gefen
3890,10315,gerofit
3891,10317,gesher
3892,10318,gesher-haziw
3893,10319,gat
3894,10322,devora
3895,10324,devira
3896,10325,daverat
3897,10328,dovev
3898,10329,dolev
3899,10330,dor
3900,10331,dorot
3901,10335,deir-rafat
3902,10336,dimona
3903,10337,dishon
3904,10338,daliyya
3905,10339,dalton
3906,10340,demeide
3907,10343,deqel
3908,10344,derigat
3909,10345,haon
3910,10346,habonim
3911,10347,hagosherim
3912,10349,hod-hasharon
3913,10350,hodayot
3914,10351,hodiyya
3915,10352,hoshaaya
3916,10354,hazoreim
3917,10355,hahoterim
3918,10356,hayogev
3919,10357,hilla
3920,10358,hamapil
3921,10359,hasolelim
3922,10360,haogen
3923,10361,har-adar
3924,10362,har-gillo
3925,10363,har-amasa
3926,10364,harel
3927,10365,harduf
3928,10367,hararit
3929,10368,wered-yeriho
3930,10369,wardon
3931,10370,zavdiel
3932,10371,zohar
3933,10372,ziqim
3934,10373,zetan
3935,10375,zekharya
3936,10376,yamma
3937,10377,zimrat
3938,10378,zanoah
3939,10379,zerua
3940,10380,zarzir
3941,10381,zerahya
3942,10382,khawaled
3943,10384,hever
3944,10385,hagor
3945,10386,haggay
3946,10389,hadid
3947,10393,holit
3948,10394,hulata
3949,10395,hosen
3950,10396,hussniyya
3951,10397,hofit
3952,10398,huqoq
3953,10399,hura
3954,10401,horeshim
3956,10404,hinnanit
3958,10407,haluz
3959,10408,hallamish
3960,10409,helez
3961,10410,hamam
3962,10411,hemed
3963,10412,hamadya
3964,10413,hemdat
3965,10414,hamra
3966,10415,hanniel
3967,10417,hannaton
3968,10419,hafez-hayyim
3969,10421,hazav
3970,10422,hazeva
3971,10423,hazor-ashdod
3972,10424,hazor-hagelilit
3973,10425,hazerim
3974,10426,herev-leet
3975,10427,haruzim
3976,10428,harish
3977,10429,hermesh
3978,10430,harashim
3979,10431,hashmonaim
3980,10433,tuba-zangariyye
3981,10438,tirat-yehuda
3982,10439,tirat-karmel
3983,10441,tal-el
3984,10442,tal-shahar
3985,10443,telalim
3986,10444,talmon
3987,10447,tene
3988,10448,tefahot
3989,10450,yevul
3990,10452,yavne
3992,10454,yagel
3993,10455,yad-binyamin
3994,10456,yad-hashemona
3995,10457,yad-hanna
3996,10458,yad-mordekhay
3997,10459,yad-natan
3998,10460,yad-rambam
3999,10461,yedida
4000,10462,yehud
4001,10463,yahel
4002,10464,yuval
4003,10465,yuvallim
4004,10466,yodefat
4005,10468,yoshivya
4006,10469,yizreel
4007,10470,yehiam
4008,10471,yotvata
4009,10472,yitav
4010,10473,yakhini
4011,10474,yanuv
4012,10475,yinnon
4013,10477,yesodot
4014,10478,yasur-acre
4015,10479,yaad
4016,10480,yeaf
4017,10481,yaara
4018,10483,yafit
4019,10484,yifat
4020,10485,yiftah
4021,10486,yizhar
4022,10487,yaziz
4023,10488,yaqum
4024,10489,yaqir
4025,10491,yoqneam-illit
4026,10492,yiron
4027,10493,yardena
4028,10494,yeroham
4029,10496,yarhiv
4030,10499,yesha
4031,10500,yishi
4032,10501,yashresh
4033,10502,yated
4035,10505,kabri
4036,10506,kadoorie
4037,10507,kaddita
4038,10508,kokhav-hashahar
4039,10509,kokhav-yair
4040,10510,kokhav-yaaqov
4041,10511,kokhav-mikhael
4042,10512,korazim
4043,10513,kahal
4044,10514,kochlea
4045,10515,kissufim
4046,10516,kishor
4047,10517,kelil
4048,10518,kallanit
4049,10519,kamane
4050,10520,kemehin
4051,10521,kammon
4052,10522,kannot
4053,10526,kuseife
4054,10527,kesalon
4055,10529,kaabiyye-tabbash-hajajre
4056,10530,kefar-aviv
4057,10531,kefar-adummim
4058,10533,kefar-ahim
4059,10534,kefar-bialik
4060,10536,kefar-blum
4061,10537,kefar-bin-nun
4062,10541,kefar-gallim
4063,10542,kefar-glikson
4064,10544,kefar-daniyyel
4065,10545,kefar-haoranim
4066,10546,kefar-hahoresh
4067,10548,kefar-hanagid
4068,10549,kefar-hanoar-hadati
4069,10550,kefar-hanasi
4070,10553,kefar-harif
4071,10556,kefar-weradim
4072,10557,kefar-zoharim
4073,10558,kefar-zetim
4074,10559,kefar-habad
4075,10560,kefar-hoshen
4076,10563,kefar-hananya
4077,10565,kefar-hasidim-bet
4078,10567,kefar-truman
4079,10569,kefar-yedidya
4080,10573,kefar-yabez
4081,10576,kefar-monash
4082,10577,kefar-maymon
4083,10581,kefar-masaryk
4084,10583,kefar-mordekhay
4085,10584,kefar-netter
4086,10585,kefar-szold
4087,10587,kefar-silver
4088,10589,kefar-avoda
4089,10590,kefar-azza
4090,10591,kefar-ezyon
4091,10592,kefar-pines
4092,10594,kefar-kisch
4093,10596,kefar-rosh-haniqra
4094,10597,kefar-rozenwald-zarit
4095,10598,kefar-ruppin-massad
4096,10599,kefar-rut
4097,10600,kefar-shammay
4098,10601,kefar-shemuel
4099,10602,kefar-shemaryahu
4100,10604,kefar-tappuah
4101,10605,karkom
4102,10606,kerem-ben-zimra
4103,10607,kerem-ben-shemen
4104,10608,kerem-yavne-yeshiva
4105,10609,kerem-maharal
4106,10610,kerem-shalom
4107,10611,karme-yosef
4108,10612,karme-zur
4109,10613,karmiel
4110,10614,karmiyya
4111,10615,keramim
4112,10616,karmel
4113,10617,lavon
4114,10618,lavi
4115,10619,livnim
4116,10620,lahav
4117,10621,lahavot-habashan
4118,10622,lahavot-haviva
4119,10623,lehavim
4120,10625,luzit
4121,10626,lohame-hagetaot
4122,10627,lotem
4123,10628,lotan
4124,10629,liman
4125,10630,lakhish
4126,10631,lappid
4127,10632,lappidot
4128,10633,laqye
4129,10634,maor
4130,10636,mevo-betar
4131,10637,mevo-dotan
4132,10638,mevo-horon
4133,10640,mevo-modiim
4134,10641,mevoot-yam
4135,10642,mabbuim
4136,10643,mivtahim
4137,10644,mavqiim
4138,10645,mevasseret-ziyyon
4141,10649,megadim
4142,10652,migdal-oz
4143,10653,migdalim
4144,10654,megiddo
4145,10655,maggal
4146,10656,magen
4147,10657,magen-shaul
4148,10658,magshimim
4149,10659,midrakh-oz
4150,10660,midreshet-ben-gurion
4151,10661,midreshet-ruppin
4152,10662,modiin-makkabbim-reut
4153,10663,modiin-illit
4154,10664,sawa-molada
4155,10665,moledet
4156,10666,moza-illit
4157,10668,moran
4158,10669,moreshet
4159,10670,mazor
4160,10674,mehola
4161,10675,mahane-yattir
4162,10676,mahanayim
4163,10677,mahseya
4164,10679,matta
4165,10680,me-ammi
4166,10681,metav
4167,10682,meiser
4168,10684,merav
4169,10685,meron
4170,10686,meshar
4171,10687,metar
4172,10688,mekhora
4173,10689,makchul
4174,10690,mikhmoret
4175,10691,mikhmannim
4176,10692,melea
4177,10693,melilot
4178,10694,malkiyya
4179,10695,malkishua
4180,10696,menuha
4181,10697,manof
4182,10698,manot
4183,10701,manshiyyet-zabda
4184,10702,massad
4185,10703,massada
4186,10704,mesillot
4187,10705,mesillat-ziyyon
4188,10706,maslul
4189,10709,magalim
4190,10710,maagan
4191,10711,maagan-mikhael
4192,10712,maoz-hayyim
4193,10713,maon
4194,10714,meona
4195,10715,mayan-barukh
4196,10716,mayan-zevi
4197,10718,maale-adummim
4198,10719,maale-efrayim
4199,10720,maale-gilboa
4200,10722,maale-hahamisha
4201,10723,maale-levona
4202,10724,maale-mikhmas
4203,10725,maale-iron
4204,10726,maale-amos
4205,10727,maale-shomeron
4206,10728,maalot-tarshiha
4207,10729,maanit
4208,10730,maas
4209,10731,mefallesim
4210,10732,mezadot-yehuda
4211,10733,mazzuva
4212,10734,mazliah
4213,10736,mizpe-aviv
4214,10737,mitspe-ilan
4215,10738,mizpe-yeriho
4216,10739,mizpe-netofa
4217,10740,mizpe-ramon
4218,10741,mizpe-shalem
4219,10742,mezer
4220,10744,margaliyyot
4221,10746,merhav-am
4222,10749,merkaz-shappira
4223,10750,mashabbe-sade
4224,10751,misgav-dov
4225,10752,misgav-am
4226,10754,massua
4227,10755,massuot-yizhaq
4228,10756,maskiyyot
4229,10757,mishmar-ayyalon
4230,10758,mishmar-dawid
4232,10760,mishmar-hanegev
4233,10762,mishmar-hashiva
4234,10764,mishmarot
4235,10765,mishmeret
4236,10766,mashen
4237,10767,mattan
4238,10768,mattat
4239,10769,mattityahu
4240,10771,neot-hakikkar
4241,10772,neot-mordekhay
4242,10773,neot-smadar
4243,10775,nevatim
4244,10777,negohot
4245,10778,nehora
4246,10782,nogah
4247,10783,nave
4248,10784,newe-ur
4249,10786,newe-ilan
4250,10787,newe-etan
4251,10788,newe-daniyyel
4252,10789,newe-zohar
4253,10790,newe-ziv
4254,10791,newe-harif
4255,10792,newe-yam
4256,10793,newe-yamin
4257,10794,newe-yaraq
4258,10795,newe-mivtah
4259,10796,newe-mikhael
4260,10797,newe-shalom
4261,10798,noam
4262,10799,nof-ayyalon
4263,10800,nofim
4264,10801,nofit
4265,10802,nofekh
4266,10803,noqedim
4267,10804,nordiyya
4268,10805,nurit
4269,10806,nehusha
4270,10807,nahal-oz
4271,10808,nahala
4272,10809,nahaliel
4273,10810,nehalim
4274,10811,naham
4276,10813,nahsholim
4277,10814,nahshon
4278,10815,nahshonim
4279,10816,netua
4280,10818,neta
4281,10819,netaim
4282,10820,nataf
4283,10822,nili
4284,10823,nizzan
4285,10824,nizzan-b
4286,10825,nizzana-qehilat-hinuh
4287,10826,nizzane-sinay
4288,10827,nizzane-oz
4289,10828,nizzanim
4290,10829,nir-eliyyahu
4291,10830,nir-banim
4292,10831,nir-gallim
4293,10832,nir-dawid-tel-amal
4294,10833,nir-hen
4295,10834,nir-yafe
4296,10835,nir-yizhaq
4297,10836,nir-yisrael
4298,10837,nir-moshe
4299,10838,nir-oz
4300,10839,nir-am
4301,10840,nir-ezyon
4302,10841,nir-aqiva
4303,10842,nir-zevi
4304,10843,nirim
4305,10844,nirit
4306,10845,niran
4307,10846,nes-harim
4308,10847,nes-ammim
4309,10849,neurim
4310,10850,naale
4311,10851,naama
4312,10852,naan
4313,10853,nezer-hazzani
4314,10854,nezer-sereni
4315,10856,nazerat-illit
4316,10858,netiv-hagedud
4317,10859,netiv-halamed-he
4318,10860,netiv-haasara
4319,10861,netiv-hashayyara
4320,10862,netivot
4321,10865,sasa-settlement
4322,10866,savyon
4323,10867,segulla
4324,10868,sawaid-hamriyye
4325,10870,suseya
4326,10871,sufa
4327,10872,sakhnin
4328,10873,salama-acre
4329,10874,salit
4330,10875,samar
4331,10876,sansana
4332,10877,saad
4333,10878,saar
4334,10879,sappir
4335,10880,sitriyya
4336,10882,avdon
4337,10883,evron-gaaton
4338,10884,agur
4339,10885,adi
4340,10886,adanim
4341,10887,uza
4342,10889,olesh
4343,10890,omer
4344,10891,ofer
4345,10892,ozem
4346,10893,ezuz
4347,10894,ezer
4348,10895,azriel
4349,10896,azarya
4350,10897,azriqam
4351,10898,atarot-
4352,10899,iddan
4354,10901,ayanot
4355,10903,en-ayyala
4356,10904,ein-al-asad
4357,10906,en-gedi
4358,10907,en-dor
4359,10908,en-habesor
4360,10911,en-hamifraz
4361,10912,en-hanaziv
4362,10913,en-haemeq
4363,10915,en-hashelosha
4364,10918,ayn-hawd-new
4873,10919,en-harod-ihud
4366,10921,en-yahav
4367,10922,en-yaaqov
4368,10923,en-karem-bshaqlai
4369,10924,en-karmel
4370,10926,ein-naqquba
4371,10927,en-iron
4372,10928,en-zurim
4373,10930,ein-rafa
4374,10931,en-shemer
4375,10932,en-sarid
4376,10933,en-tamar
4377,10934,enat
4378,10936,alumim
4379,10937,eli
4380,10938,ale-zahav
4381,10939,alma
4382,10940,almon
4383,10941,amuqqa
4384,10942,amminadav
4385,10943,ammiad
4386,10944,ammioz
4387,10945,ammiqam
4388,10946,amir
4389,10947,immanuel
4390,10948,amka
4391,10949,enav
4392,10952,ofra
4393,10953,ez-efrayim
4394,10954,atsmon-segev
4395,10956,aramsha
4396,10957,arab-al-naim
4397,10958,arad
4398,10959,arugot
4399,10961,arara-banegev
4400,10962,aseret
4401,10964,otniel
4402,10965,paran
4403,10966,peduel
4404,10967,peduyim
4405,10968,pedaya
4406,10970,poriyya-kefar-avoda
4407,10971,poriyya-newe-oved
4408,10973,porat
4409,10974,pattish
4410,10975,pelekh
4411,10976,palmahim
4412,10977,pene-hever
4413,10978,pesagot
4414,10979,fassuta
4415,10980,paame-tashaz
4416,10981,pezael
4417,10983,peqiin-hadasha
4418,10985,pardesiyya
4419,10986,parod
4420,10987,perazon
4421,10988,peri-gan
4422,10990,petahya
4423,10991,zeelim
4424,10992,zviyya
4425,10993,zivon
4426,10994,zova
4427,10995,tzohar
4428,10996,zufim
4429,10997,zofit
4430,10998,zofar
4431,10999,zuqi-yam
4432,11000,zuqim
4433,11001,zur-hadassa
4434,11002,zur-yizhaq
4435,11003,zur-moshe
4436,11004,zur-natan
4437,11005,zuriel
4438,11006,zurit
4439,11007,zippori
4440,11008,zelafon
4441,11010,zafriyya
4442,11011,zafririm
4443,11013,zerufa
4444,11014,zora
4445,11015,qevuzat-yavne
4446,11016,qedumim
4447,11018,qedma
4448,11020,qedar
4449,11021,qidron
4450,11022,qaddarim
4451,11023,qomemiyyut
4452,11024,qoranit
4453,11025,qetura
4454,11026,qesaryya
4455,11027,qelahim
4456,11028,qalya
4457,11031,qazir
4458,11032,qasr-a-sir
4459,11034,qiryat-ono
4460,11035,qiryat-arba
4462,11037,qiryat-bialik
4463,11038,qiryat-gat
4464,11039,qiryat-tivon-qiryat-amal
4465,11040,qiryat-yam
4466,11041,qiryat-yearim
4467,11042,qiryat-yearim-institute
4468,11043,qiryat-motzkin
4469,11044,qiryat-malakhi
4470,11045,qiryat-netafim
4471,11047,qiryat-eqron
4472,11048,qiryat-shelomo
4473,11049,qiryat-shemona
4474,11050,qarne-shomeron
4475,11053,ras-al-ein-acre
4477,11055,rosh-haayin
4478,11057,rosh-zurim
4479,11059,revava
4480,11060,revadim
4481,11062,ravid
4482,11063,regba
4483,11064,regavim
4484,11065,rahat
4485,11066,rewaha
4486,11067,rewaya
4487,11070,rumat-heib
4488,11071,roi
4489,11072,rotem
4490,11073,rehov
4491,11075,rehelim
4493,11077,rehan
4494,11079,rimmonim
4495,11080,rinnatya
4496,11081,rekhasim
4497,11082,ram-on
4498,11084,ramot-hashavim
4499,11085,ramot-meir
4500,11086,ramot-menashe
4501,11087,ramot-naftali
4502,11097,ramat-zevi
4503,11098,ramat-raziel
4504,11100,rannen
4505,11101,reim
4506,11103,raqqefet
4507,11105,reshafim
4508,11106,retamim
4509,11108,shave-ziyyon
4510,11109,shave-shomeron
4511,11110,shibli-umm-al-ghanam
4512,11111,segev-shalom
4513,11112,sede-ilan
4514,11113,sede-eliyyahu
4515,11114,sede-eliezer
4516,11115,sede-boqer
4517,11116,sede-dawid
4518,11117,sede-warburg
4519,11118,sede-yoav
4520,11120,sede-yizhaq
4521,11121,sede-moshe
4522,11122,sede-nahum
4523,11123,sede-nehemya-huliyot
4524,11124,sede-nizzan
4525,11125,sede-uzziyyahu
4526,11126,sede-zevi
4527,11127,sedot-yam
4528,11128,sedot-mikha
4529,11129,sede-avraham
4530,11130,sede-hemed
4531,11131,sede-terumot
4532,11132,shedema
4533,11133,shadmot-devora
4534,11134,shadmot-mehola
4535,11135,sederot
4536,11136,shoeva
4537,11137,shuva
4538,11138,shoval
4539,11139,shoham
4540,11140,shomera
4541,11141,shomeriyya
4542,11142,shoqeda
4543,11143,shoresh
4545,11145,shoshannat-haamaqim
4546,11146,shezor
4547,11147,shahar
4548,11148,shaharut
4549,11149,shibbolim
4550,11150,sheikh-dawud
4551,11151,shilo
4552,11152,shilat
4553,11153,shekhanya
4554,11154,shalwa
4555,11155,sheluhot
4556,11156,shelomi
4557,11157,shlomit
4558,11158,shamir
4559,11159,shima
4560,11160,shamerat
4561,11161,shimshit
4562,11162,shani
4563,11163,senir
4565,11166,shaalvim
4566,11167,shaar-efrayim
4567,11168,shaar-hagolan
4568,11170,shaar-menashe
4569,11171,shaare-tiqwa
4570,11173,shafir
4571,11174,shefer
4572,11176,shaqed
4573,11177,sheqef
4574,11179,sarigim-li-on
4575,11181,sharsheret
4576,11182,shetula
4577,11183,shetulim
4578,11184,teashur
4579,11185,tidhar
4580,11186,tuval
4581,11187,tomer
4582,11188,tushiyya
4583,11189,timmorim
4584,11190,tirosh
4585,11193,tel-yizhaq
4586,11196,tel-qazir
4587,11197,tel-sheva
4588,11198,tel-teomim
4589,11199,telem
4590,11200,talme-eliyyahu
4591,11201,talme-elazar
4592,11202,talme-bilu
4593,11203,talme-yosef
4594,11204,talme-yehiel
4595,11205,talme-yafe
4596,11206,telamim
4597,11207,timrat
4598,11208,tenuvot
4599,11209,taoz
4600,11210,tifrah
4601,11211,tequma
4602,11212,teqoa
4603,11213,tarabin-as-sani
4604,11214,tarum
4605,11215,akkaba
4606,11227,al-jarushiya
4607,11228,al-masqufa
4608,11230,iktaba
4609,11231,nur-shams-camp
4610,11232,tulkarm-camp
4611,11236,kafa
4612,11237,al-haffasi
4613,11241,khirbat-jubara
4614,11250,bardala
4615,11251,ein-el-beida
4616,11252,kardala 
4617,11253,ibziq
4618,11256,al-farisiya
4619,11257,al-aqaba
4620,11258,ath-thaghra
4621,11259,al-malih
4622,11261,ras-al-fara
4623,11262,el-fara-camp
4624,11263,khirbat-ar-ras-al-ahm
4625,11264,wadi-al-fara
4626,11266,khirbat-atuf
4627,11267,khirbat-humsa-atuf
4628,11269,bani-zeid-ash-sharqiya
4629,11271,bani-zeid
4630,11297,al-itihad
4631,11301,silwad-camp
4632,11303,deir-ammar-camp
4633,11305,al-zaytouneh
4634,11309,al-jalazun-camp
4635,11324,badiw-al-muarrajat
4636,11334,al-amari-camp
4637,11335,qaddura-camp
4638,11341,beit-nuba
4639,11343,rafah-camp
4640,11344,al-nnaser-al-bayuk
4641,11345,shokat-as-sufi
4642,11357,an-nabi-elyas
4643,11359,arab-abu-farda
4644,11360,izbat-at-tabib
4645,11363,arab-ar-ramadin
4646,11364,isla
4647,11365,wadi-ar-rasha
4648,11367,ras-at-tira
4649,11368,ras-atiya
4650,11369,ad-daba
4651,11371,izbat-jalud
4652,11372,al-mudawwar
4653,11373,izbat-salman
4654,11374,izbat-al-ashqar
4655,11375,beit-amin
4656,11377,azzun-atma
4657,11378,al-qaraya-al-badawiya-al-maslakh
4659,11381,jabalia-camp
4660,11392,al-badhan
4661,11395,an-nassariya
4662,11397,al-aqrabaniya
4663,11400,beit-hasan
4664,11402,ein-beit-el-ma-camp
4665,11403,ein-shibli
4666,11406,askar-camp
4667,11410,balata-camp
4668,11411,iraq-burin
4669,11416,furush-beit-dajan
4671,11420,asira-al-qibliya
4672,11423,odala
4674,11444,al-qarara
4675,11445,khan-yunis-camp
4676,11448,abasan-as-saghira
4677,11451,al-fukhkhari
4678,11452,marj-naja
4679,11453,az-zubeidat
4680,11454,marj-al-ghazal
4681,11455,al-jiftlik
4682,11456,fasayil
4684,11460,ein-as-sultan-camp
4685,11462,aqbat-jaber-camp
4686,11467,at-tayba
4687,11476,umm-ar-rihan
4688,11478,khirbat-abdallah-al-yunis
4689,11479,dhaher-al-malih
4690,11483,tura-al-gharbiya
4691,11484,tura-ash-sharqiya
4693,11486,nazlat-ash-sheikh
4694,11487,at-tarem
4695,11489,jenin-camp
4696,11491,aba
4697,11495,umm-dar
4698,11496,al-khuljan
4699,11497,wadi-ad-dabi
4700,11498,dhaher-al-abed
4701,11502,imreiha
4702,11504,ash-shuhada
4703,11507,al-mutilla
4704,11508,bir-al-basha
4705,11513,wadi-duoq
4706,11514,fahma-al-jadida
4707,11516,al-mansura
4708,11529,al-asaasa
4709,11535,khirbat-ad-deir
4710,11537,al-arrub-camp
4711,11539,jala
4712,11540,hitta
4713,11541,shuyukh-al-arrub
4714,11550,beit-einun
4715,11551,qlaa-zeta
4716,11554,beit-maqdum
4717,11555,al-baqa
4718,11557,al-bowereh-aqabat-injeleh
4719,11558,khallet-edar
4720,11559,deir-samit
4721,11561,khallet-al-masafer
4722,11562,beit-awwa
4723,11564,qalqas
4724,11565,sikka
4725,11566,khirbat-salama
4726,11567,wadi-ubeid
4727,11568,fuqeiqis
4728,11569,khursa
4729,11570,tarrama
4730,11571,al-fawwar-camp
4731,11572,al-majd
4732,11573,marah-al-baqqar
4733,11574,hadab-al-fawwar
4734,11575,deir-al-asal-at-tahta
4735,11576,al-heila
4736,11577,wadi-ash-shajina
4737,11578,as-sura
4738,11579,deir-razih
4739,11581,zif
4740,11582,deir-al-asal-al-fauqa
4741,11583,khallet-al-aqed
4742,11584,imreish
4743,11585,al-buweib
4744,11586,beit-ar-rush-at-tahta
4745,11587,hadab-al-alaqa
4746,11588,beit-mirsim
4747,11589,bayt-al-rush-al-fauqa
4748,11590,karma
4749,11591,beit-amra
4750,11592,om-adaraj-arab-al-kaabneh
4751,11593,om-ashoqhan
4752,11594,khallet-al-maiyya
4753,11595,kheroshewesh-wal-hadedeyah
4754,11596,om-al-amad-sahel-wadi-elma
4755,11598,ad-deirat
4756,11599,khashem-adaraj-al-hathaleen
4757,11600,kurza
4758,11601,rabud
4759,11602,umm-lasafa
4760,11603,al-burj
4761,11604,um-al-khair
4762,11605,al-karmil
4763,11606,khallet-salih
4764,11608,at-tuwani
4765,11609,main
4766,11610,an-najada
4767,11611,anab-al-kabir
4768,11612,mantiqat-shib-al-batin
